#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
585	ENST00000632280.1_2	chr19	+	68402	69178	68402	68402	1	68402,	69178,	0	ENSG00000282542	none	none	-1,
592	ENST00000348419.7_1	chr19	+	1026608	1039067	1026660	1037899	6	1026608,1031069,1032390,1032557,1036414,1037623,	1026723,1031191,1032457,1032695,1036561,1039067,	0	CNN2	cmpl	cmpl	0,0,2,0,0,0,
592	ENST00000565096.6_1	chr19	+	1026616	1039067	1026660	1037899	7	1026616,1031069,1032390,1032557,1036128,1036414,1037623,	1026723,1031191,1032457,1032662,1036245,1036561,1039067,	0	CNN2	cmpl	cmpl	0,0,2,0,0,0,0,
592	ENST00000562958.6_1	chr19	+	1026627	1039067	1026660	1037899	7	1026627,1031069,1032390,1032557,1036065,1036414,1037623,	1026723,1031191,1032457,1032695,1036245,1036561,1039067,	0	CNN2	cmpl	cmpl	0,0,2,0,0,0,0,
592	ENST00000568865.3_2	chr19	+	1026629	1038308	1026660	1037633	8	1026629,1031069,1032390,1032557,1036128,1036414,1036877,1037623,	1026723,1031191,1032457,1032695,1036245,1036561,1036999,1038308,	0	CNN2	cmpl	cmpl	0,0,2,0,0,0,0,2,
592	ENST00000623459.1_2	chr19	-	1038725	1039063	1038725	1038725	1	1038725,	1039063,	0	ENSG00000279753	none	none	-1,
9	ENST00000263094.11_3	chr19	+	1040105	1065571	1041360	1065424	47	1040105,1041223,1041508,1041829,1042062,1042313,1042744,1043039,1043332,1043723,1044575,1045000,1046228,1046800,1047155,1047451,1048893,1049264,1050919,1051153,1051447,1051940,1052212,1053327,1053786,1054004,1054191,1054568,1054778,1055095,1055905,1056064,1056328,1056905,1057312,1057913,1058144,1058616,1058818,1059021,1061780,1062170,1063542,1063758,1064159,1064929,1065268,	1040195,1041426,1041602,1041971,1042175,1042396,1042825,1043250,1043472,1043840,1044743,1045230,1046405,1047023,1047377,1047653,1049004,1049436,1051051,1051293,1051585,1052125,1052285,1053530,1053835,1054109,1054340,1054693,1054877,1055350,1055938,1056242,1056498,1057083,1057428,1058058,1058268,1058746,1058939,1059084,1061887,1062312,1063677,1063862,1064252,1065170,1065571,	0	ABCA7	cmpl	cmpl	-1,0,0,1,2,1,0,0,1,0,0,0,2,2,0,0,1,1,2,2,1,1,0,1,0,1,1,0,2,2,2,2,0,2,0,2,0,1,2,0,0,2,0,0,2,2,0,
593	ENST00000539243.6_1	chr19	+	1065921	1086627	1066024	1086005	23	1065921,1068412,1073147,1073504,1073672,1073946,1074102,1074341,1074612,1074797,1077855,1079701,1079926,1080253,1080462,1080680,1080890,1081548,1081822,1082838,1083141,1084236,1085658,	1066162,1068743,1073291,1073589,1073745,1074013,1074240,1074406,1074723,1074878,1078044,1079839,1080117,1080378,1080546,1080785,1081063,1081737,1081960,1083065,1083352,1084345,1086627,	0	ARHGAP45	cmpl	cmpl	0,0,1,1,2,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,2,0,1,
593	ENST00000313093.7_5	chr19	+	1067165	1086627	1067404	1086005	23	1067165,1068412,1073147,1073504,1073672,1073946,1074102,1074341,1074612,1074797,1077855,1079701,1079926,1080253,1080462,1080680,1080890,1081548,1081822,1082838,1083141,1084236,1085658,	1067494,1068743,1073291,1073589,1073745,1074013,1074240,1074406,1074723,1074878,1078044,1079839,1080117,1080378,1080546,1080785,1081063,1081737,1081960,1083065,1083352,1084345,1086627,	0	ARHGAP45	cmpl	cmpl	0,0,1,1,2,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,2,0,1,
593	ENST00000590214.5_1	chr19	+	1067325	1086625	1067404	1086005	23	1067325,1068331,1073147,1073504,1073672,1073946,1074102,1074341,1074612,1074797,1077855,1079701,1079926,1080253,1080462,1080680,1080890,1081548,1081822,1082838,1083141,1084236,1085658,	1067494,1068743,1073291,1073589,1073745,1074013,1074240,1074406,1074723,1074878,1078044,1079839,1080117,1080378,1080546,1080785,1081063,1081737,1081960,1083065,1083352,1084345,1086625,	0	ARHGAP45	cmpl	cmpl	0,0,1,1,2,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,2,0,1,
593	ENST00000586866.5_2	chr19	+	1067496	1086627	1067571	1086005	23	1067496,1068412,1073147,1073504,1073672,1073946,1074102,1074341,1074612,1074797,1077855,1079701,1079926,1080253,1080462,1080680,1080890,1081548,1081822,1082838,1083141,1084236,1085658,	1067673,1068743,1073291,1073589,1073745,1074013,1074240,1074406,1074723,1074878,1078044,1079839,1080117,1080378,1080546,1080785,1081063,1081737,1081960,1083065,1083352,1084345,1086627,	0	ARHGAP45	cmpl	cmpl	0,0,1,1,2,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,2,0,1,
593	ENST00000543365.5_2	chr19	+	1071219	1086627	1071287	1086005	22	1071219,1073147,1073504,1073672,1073946,1074102,1074341,1074612,1074797,1077855,1079701,1079926,1080253,1080462,1080680,1080890,1081548,1081822,1082838,1083141,1084236,1085658,	1071357,1073291,1073589,1073745,1074013,1074240,1074406,1074723,1074878,1078044,1079839,1080117,1080378,1080546,1080785,1081063,1081737,1081960,1083065,1083352,1084345,1086627,	0	ARHGAP45	cmpl	cmpl	0,1,1,2,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,2,0,1,
593	ENST00000590577.2_4	chr19	+	1077485	1086627	1077765	1086005	13	1077485,1079701,1079926,1080253,1080462,1080680,1080890,1081548,1081822,1082838,1083141,1084236,1085658,	1078044,1079839,1080117,1080378,1080546,1080785,1081063,1081737,1081960,1083065,1083352,1084345,1086627,	0	ARHGAP45	cmpl	cmpl	0,0,0,2,1,1,1,0,0,0,2,0,1,
593	ENST00000615234.5_7	chr19	-	1086572	1095374	1089484	1095314	8	1086572,1089470,1089882,1090085,1090906,1091790,1093902,1095257,	1088719,1089550,1089961,1090144,1090987,1091906,1094077,1095374,	0	POLR2E	cmpl	cmpl	-1,0,2,0,0,1,0,0,
593	ENST00000586746.5_4	chr19	-	1086577	1095353	1089484	1095314	8	1086577,1089470,1089882,1090085,1090906,1091790,1093902,1095257,	1086987,1089550,1089961,1090144,1090987,1091906,1094077,1095353,	0	POLR2E	cmpl	cmpl	-1,0,2,0,0,1,0,0,
593	ENST00000612655.4_4	chr19	-	1087643	1095379	1089484	1095314	8	1087643,1089470,1089882,1090085,1090906,1091790,1093902,1095257,	1088680,1089550,1089961,1090144,1090987,1091906,1094077,1095379,	0	POLR2E	cmpl	cmpl	-1,0,2,0,0,1,0,0,
593	ENST00000619917.4_4	chr19	-	1088386	1095365	1088712	1095314	7	1088386,1089488,1089882,1090085,1091790,1093902,1095257,	1088719,1089550,1089961,1090144,1091906,1094077,1095365,	0	POLR2E	cmpl	cmpl	2,0,2,0,1,0,0,
593	ENST00000706713.1_1	chr19	+	1103980	1106779	1104042	1106571	7	1103980,1105184,1105364,1105656,1106240,1106398,1106538,	1104126,1105273,1105509,1105808,1106265,1106458,1106779,	0	GPX4	cmpl	cmpl	0,0,2,0,2,0,0,
593	ENST00000354171.13_8	chr19	+	1103992	1106778	1104042	1106571	7	1103992,1105184,1105364,1105656,1106240,1106398,1106538,	1104126,1105279,1105509,1105808,1106265,1106458,1106778,	0	GPX4	cmpl	cmpl	0,0,2,0,2,0,0,
593	ENST00000589115.6_2	chr19	+	1104006	1106778	1104042	1106545	6	1104006,1105184,1105364,1105656,1106398,1106538,	1104126,1105279,1105509,1105808,1106458,1106778,	0	GPX4	cmpl	cmpl	0,0,2,0,2,2,
593	ENST00000611653.4_3	chr19	+	1104050	1106778	1104123	1106571	7	1104050,1105184,1105364,1105656,1106240,1106398,1106538,	1104126,1105279,1105509,1105808,1106265,1106458,1106778,	0	GPX4	cmpl	cmpl	0,0,2,0,2,0,0,
593	ENST00000593032.6_5	chr19	+	1104065	1106765	1104123	1106765	7	1104065,1105184,1105364,1105656,1106179,1106398,1106538,	1104126,1105279,1105509,1105808,1106265,1106458,1106765,	0	GPX4	cmpl	cmpl	0,0,2,0,2,1,1,
593	ENST00000706714.1_1	chr19	+	1104065	1106765	1104123	1106765	7	1104065,1105184,1105364,1105656,1106179,1106398,1106538,	1104126,1105279,1105509,1105808,1106265,1106458,1106765,	0	GPX4	cmpl	cmpl	0,0,2,0,2,1,1,
593	ENST00000588919.5_3	chr19	+	1104071	1106787	1104123	1106765	7	1104071,1105184,1105364,1105656,1106240,1106376,1106538,	1104126,1105279,1105509,1105808,1106265,1106458,1106787,	0	GPX4	cmpl	cmpl	0,0,2,0,2,0,1,
593	ENST00000706715.1_1	chr19	+	1104215	1106773	1105716	1106571	7	1104215,1105184,1105364,1105656,1106240,1106398,1106538,	1104327,1105279,1105509,1105808,1106265,1106458,1106773,	0	GPX4	cmpl	cmpl	-1,-1,-1,0,2,0,0,
593	ENST00000585362.7_5	chr19	+	1104648	1106778	1104733	1106571	7	1104648,1105184,1105364,1105656,1106240,1106398,1106538,	1104928,1105279,1105509,1105808,1106265,1106458,1106778,	0	GPX4	cmpl	cmpl	0,0,2,0,2,0,0,
593	ENST00000438103.6_4	chr19	-	1107635	1132220	1108218	1132196	29	1107635,1108777,1109133,1109290,1109504,1109681,1110743,1111017,1111504,1111994,1112187,1112400,1112816,1113533,1114229,1116019,1116827,1117321,1119009,1119514,1119904,1122137,1122466,1122656,1122892,1123532,1123940,1127602,1132088,	1108703,1108968,1109210,1109422,1109597,1109776,1110887,1111092,1111613,1112066,1112300,1112536,1112948,1113703,1114421,1116102,1116925,1117498,1119163,1119620,1120022,1122281,1122557,1122790,1123044,1123638,1124021,1127764,1132220,	0	SBNO2	cmpl	cmpl	1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,1,0,0,2,0,1,0,0,0,0,
593	ENST00000361757.8_9	chr19	-	1107636	1174267	1108218	1154275	32	1107636,1108777,1109133,1109290,1109504,1109681,1110743,1111017,1111504,1111994,1112187,1112400,1112816,1113533,1114229,1116019,1116827,1117321,1119009,1119514,1119904,1122137,1122466,1122656,1122892,1123532,1123940,1127602,1147307,1149367,1154182,1174170,	1108703,1108968,1109210,1109422,1109597,1109776,1110887,1111092,1111613,1112066,1112300,1112536,1112948,1113703,1114421,1116102,1116925,1117498,1119163,1119620,1120022,1122281,1122557,1122790,1123044,1123638,1124021,1127764,1147419,1149441,1154401,1174267,	0	SBNO2	cmpl	cmpl	1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,1,0,0,2,0,1,0,0,0,2,0,0,-1,
593	ENST00000587024.5_4	chr19	-	1107639	1174255	1108218	1154275	32	1107639,1108777,1109133,1109290,1109504,1109681,1110743,1111017,1111504,1111994,1112187,1112400,1112816,1113533,1114229,1116019,1116827,1117321,1119009,1119514,1119904,1122137,1122466,1122656,1122892,1123532,1123940,1127602,1147307,1149367,1154182,1174170,	1108703,1108968,1109210,1109422,1109597,1109776,1110887,1111092,1111613,1112066,1112300,1112536,1112948,1113703,1114421,1116102,1116925,1117468,1119163,1119620,1120022,1122281,1122557,1122790,1123044,1123638,1124021,1127764,1147419,1149441,1154401,1174255,	0	SBNO2	cmpl	cmpl	1,2,0,0,0,1,1,1,0,0,1,0,0,1,1,2,0,0,2,1,0,0,2,0,1,0,0,0,2,0,0,-1,
593	ENST00000702095.1_1	chr19	+	1163449	1165332	1163449	1163449	3	1163449,1163949,1165020,	1163530,1164045,1165332,	0	ENSG00000290166	none	none	-1,-1,-1,
594	ENST00000326873.12_6	chr19	+	1205776	1228430	1206912	1226646	10	1205776,1218415,1219322,1220371,1220579,1221211,1221947,1222983,1226452,1227591,	1207202,1218499,1219412,1220504,1220716,1221339,1222005,1223171,1226662,1228430,	0	STK11	cmpl	cmpl	0,2,2,2,0,2,1,2,1,-1,
594	ENST00000652231.1_2	chr19	+	1206184	1223872	1206912	1223743	9	1206184,1218415,1219322,1220371,1220579,1221211,1221947,1222983,1223636,	1207202,1218499,1219412,1220504,1220716,1221339,1222005,1223171,1223872,	0	STK11	cmpl	cmpl	0,2,2,2,0,2,1,2,1,
594	ENST00000650044.2_10	chr19	-	1228285	1238004	1229177	1236099	10	1228285,1231099,1233424,1234189,1234569,1234999,1235499,1235777,1235994,1237754,	1230141,1231274,1233635,1234330,1234741,1235144,1235564,1235917,1236120,1238004,	0	CBARP	cmpl	cmpl	2,1,0,0,2,1,2,0,0,-1,
594	ENST00000590083.5_10	chr19	-	1228285	1238026	1230891	1236099	9	1228285,1233424,1234189,1234569,1234999,1235499,1235777,1235994,1237754,	1231274,1233635,1234330,1234741,1235144,1235564,1235917,1236120,1238026,	0	CBARP	cmpl	cmpl	1,0,0,2,1,2,0,0,-1,
594	ENST00000382477.6_5	chr19	-	1229177	1237990	1229177	1236081	10	1229177,1231099,1233424,1234189,1234569,1235006,1235499,1235777,1235994,1237754,	1230141,1231274,1233635,1234330,1234826,1235144,1235564,1235917,1236120,1237990,	0	CBARP	cmpl	cmpl	2,1,0,0,1,1,2,0,0,-1,
594	ENST00000592843.1_2	chr19	+	1238177	1239521	1238177	1238177	3	1238177,1238402,1239362,	1238225,1239039,1239521,	0	CBARP-DT	none	none	-1,-1,-1,
594	ENST00000395633.5_1	chr19	+	1241744	1244824	1241849	1244436	5	1241744,1242454,1244095,1244313,1244735,	1241990,1242608,1244184,1244439,1244824,	0	ATP5F1D	cmpl	cmpl	0,0,1,0,-1,
594	ENST00000215375.7_3	chr19	+	1241749	1244824	1241849	1244436	4	1241749,1242454,1244095,1244313,	1241990,1242608,1244184,1244824,	0	ATP5F1D	cmpl	cmpl	0,0,1,0,
594	ENST00000591660.5_1	chr19	+	1241818	1244785	1241849	1244436	5	1241818,1242454,1244095,1244313,1244689,	1241990,1242608,1244184,1244439,1244785,	0	ATP5F1D	cmpl	cmpl	0,0,1,0,-1,
594	ENST00000681994.1_1	chr19	-	1245888	1249558	1245888	1245888	4	1245888,1247769,1248011,1249515,	1246661,1247891,1248178,1249558,	0	ENSG00000288704	none	none	-1,-1,-1,-1,
594	ENST00000300952.7_6	chr19	+	1248551	1259142	1250295	1257271	8	1248551,1249888,1251560,1251837,1254165,1254900,1255420,1256993,	1248659,1250528,1251648,1251900,1254477,1255060,1255693,1259142,	0	MIDN	cmpl	cmpl	-1,0,2,0,0,0,1,1,
594	ENST00000682408.1_2	chr19	+	1248581	1259142	1250295	1257271	9	1248581,1249888,1251560,1251837,1253952,1254165,1254900,1255420,1256993,	1248659,1250528,1251648,1251900,1254081,1254477,1255060,1255693,1259142,	0	MIDN	cmpl	cmpl	-1,0,2,0,0,0,0,1,1,
594	ENST00000591446.7_6	chr19	+	1249868	1258698	1250295	1257271	7	1249868,1251560,1251837,1254165,1254900,1255420,1256993,	1250528,1251648,1251900,1254477,1255060,1255693,1258698,	0	MIDN	cmpl	cmpl	0,2,0,0,0,1,1,
594	ENST00000588030.5_1	chr19	+	1259382	1273171	1270932	1272442	7	1259382,1270926,1271138,1271327,1271549,1271979,1272425,	1259637,1271035,1271245,1271466,1271631,1272050,1273171,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,1,
594	ENST00000586472.5_1	chr19	+	1266651	1273171	1270932	1272442	7	1266651,1270926,1271138,1271327,1271549,1271979,1272425,	1266700,1271035,1271245,1271466,1271631,1272050,1273171,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,1,
594	ENST00000588090.5_1	chr19	+	1267086	1273171	1270932	1272442	7	1267086,1270926,1271138,1271327,1271549,1271979,1272425,	1267291,1271035,1271245,1271466,1271631,1272050,1273171,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,1,
594	ENST00000591935.5_1	chr19	+	1267227	1274479	1270932	1274310	7	1267227,1270926,1271138,1271327,1271549,1271979,1274305,	1267291,1271035,1271245,1271466,1271631,1272050,1274479,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,1,
594	ENST00000585832.3_5	chr19	-	1267469	1270259	1267469	1267469	2	1267469,1269823,	1268389,1270259,	0	CIRBP-AS1	none	none	-1,-1,
594	ENST00000585630.5_1	chr19	+	1269264	1272581	1270932	1272442	7	1269264,1270865,1271138,1271327,1271549,1271979,1272425,	1269409,1271035,1271245,1271466,1271631,1272050,1272581,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,1,
594	ENST00000589710.5_1	chr19	+	1269264	1273171	1270932	1272442	6	1269264,1270865,1271138,1271327,1271549,1271979,	1269409,1271035,1271245,1271466,1271631,1273171,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,
594	ENST00000628979.2_1	chr19	+	1269266	1272442	1270932	1272442	6	1269266,1270926,1271138,1271327,1271549,1271979,	1269409,1271035,1271245,1271466,1271631,1272442,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,
594	ENST00000586773.5_1	chr19	+	1269325	1274594	1270932	1274310	7	1269325,1270865,1271138,1271327,1271549,1271979,1274305,	1269409,1271035,1271245,1271466,1271631,1272050,1274594,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,1,
594	ENST00000587323.5_1	chr19	+	1269328	1272549	1270932	1272442	7	1269328,1269910,1270926,1271138,1271327,1271549,1271979,	1269409,1269914,1271035,1271245,1271466,1271631,1272549,	0	CIRBP	cmpl	cmpl	-1,-1,0,1,0,1,2,
594	ENST00000588230.5_1	chr19	+	1269330	1272476	1270932	1272442	7	1269330,1270878,1270926,1271138,1271327,1271549,1271979,	1269406,1270881,1271035,1271245,1271466,1271631,1272476,	0	CIRBP	cmpl	cmpl	-1,-1,0,1,0,1,2,
594	ENST00000413636.6_3	chr19	+	1269330	1273171	1270932	1272442	6	1269330,1270926,1271138,1271327,1271549,1271979,	1269409,1271035,1271245,1271364,1271631,1273171,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,
594	ENST00000587896.6_4	chr19	+	1269330	1274809	1270932	1272442	6	1269330,1270926,1271138,1271327,1271549,1271979,	1269409,1271035,1271245,1271466,1271631,1274809,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,
594	ENST00000320936.9_1	chr19	+	1269335	1273171	1270932	1272442	7	1269335,1270926,1271138,1271327,1271549,1271979,1272425,	1269409,1271035,1271245,1271466,1271631,1272050,1273171,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,1,
594	ENST00000589235.5_1	chr19	+	1269348	1274809	1270932	1274310	7	1269348,1270926,1271138,1271327,1271549,1271979,1274305,	1269409,1271035,1271245,1271466,1271631,1272050,1274809,	0	CIRBP	cmpl	cmpl	-1,0,1,0,1,2,1,
594	ENST00000409293.6_4	chr19	+	1275528	1279227	1275548	1278776	3	1275528,1277181,1278775,	1275829,1277298,1279227,	0	FAM174C	cmpl	cmpl	0,2,2,
594	ENST00000469144.5_3	chr19	+	1276019	1279243	1278809	1279208	3	1276019,1277181,1278775,	1276102,1277298,1279243,	0	FAM174C	cmpl	cmpl	-1,-1,0,
594	ENST00000215368.4_3	chr19	+	1285871	1301430	1286167	1299944	4	1285871,1295543,1298549,1299822,	1286307,1295857,1298615,1301430,	0	EFNA2	cmpl	cmpl	0,2,1,1,
595	ENST00000590086.2_2	chr19	+	1321223	1322845	1321223	1321223	2	1321223,1322373,	1321989,1322845,	0	ENSG00000267372	none	none	-1,-1,
595	ENST00000591337.7_4	chr19	+	1354957	1378428	1356391	1376575	14	1354957,1356322,1357007,1358392,1360134,1362248,1364507,1366303,1367158,1369263,1369594,1370640,1373070,1376517,	1355134,1356448,1357093,1358463,1361031,1362350,1364578,1366380,1367219,1369339,1369645,1371077,1373159,1378428,	0	PWWP3A	cmpl	cmpl	-1,0,0,2,1,1,1,0,2,0,1,1,0,2,
595	ENST00000591806.6_2	chr19	+	1356312	1378430	1356391	1376575	13	1356312,1357007,1358392,1360134,1362248,1364507,1366303,1367158,1369263,1369594,1370640,1373070,1376517,	1356448,1357093,1358463,1361031,1362350,1364578,1366380,1367219,1369339,1369645,1371077,1373159,1378430,	0	PWWP3A	cmpl	cmpl	0,0,2,1,1,1,0,2,0,1,1,0,2,
595	ENST00000652273.1_7	chr19	+	1356321	1378430	1356388	1376575	13	1356321,1357007,1358392,1360134,1362248,1364507,1366303,1367158,1369263,1369594,1370640,1373070,1376517,	1356448,1357093,1358463,1361031,1362350,1364578,1366380,1367219,1369339,1369645,1371077,1373159,1378430,	0	PWWP3A	cmpl	cmpl	0,0,2,1,1,1,0,2,0,1,1,0,2,
595	ENST00000415183.7_2	chr19	+	1356362	1377093	1356391	1373123	14	1356362,1357007,1358392,1360134,1362248,1364507,1366303,1367158,1369263,1369594,1370640,1371232,1373070,1376517,	1356448,1357093,1358463,1361031,1362350,1364578,1366380,1367219,1369339,1369645,1371077,1371389,1373159,1377093,	0	PWWP3A	cmpl	cmpl	0,0,2,1,1,1,0,2,0,1,1,0,1,-1,
595	ENST00000627377.1_2	chr19	+	1356388	1373159	1356388	1373123	13	1356388,1357007,1358392,1360134,1362248,1364507,1366303,1367158,1369263,1369594,1370640,1371232,1373070,	1356448,1357093,1358463,1361031,1362350,1364578,1366380,1367219,1369339,1369645,1371077,1371389,1373159,	0	PWWP3A	cmpl	cmpl	0,0,2,1,1,1,0,2,0,1,1,0,1,
595	ENST00000624592.1_2	chr19	-	1372236	1374363	1372236	1372236	1	1372236,	1374363,	0	ENSG00000279488	none	none	-1,
595	ENST00000589673.1_4	chr19	-	1376771	1377519	1376771	1376771	2	1376771,1377441,	1377085,1377519,	0	ENSG00000267755	none	none	-1,-1,
595	ENST00000546283.5_1	chr19	+	1383525	1393544	1383925	1393406	8	1383525,1383706,1387809,1388523,1388831,1390869,1391117,1393240,	1383607,1383941,1387846,1388592,1388937,1391049,1391164,1393544,	0	NDUFS7	cmpl	cmpl	-1,0,1,2,2,0,0,2,
595	ENST00000539480.5_2	chr19	+	1383898	1395588	1383925	1394421	8	1383898,1387809,1388523,1388831,1390869,1391117,1393240,1394416,	1383941,1387846,1388592,1388937,1391049,1391164,1393329,1395588,	0	NDUFS7	cmpl	cmpl	0,1,2,2,0,0,2,1,
595	ENST00000313408.11_1	chr19	+	1383902	1395580	1383925	1393406	7	1383902,1387809,1388523,1388831,1390869,1391117,1393240,	1383941,1387846,1388592,1388937,1391049,1391164,1395580,	0	NDUFS7	cmpl	cmpl	0,1,2,2,0,0,2,
595	ENST00000233627.14_3	chr19	+	1383905	1395583	1383925	1395487	8	1383905,1387809,1388523,1388831,1390869,1391117,1393240,1395389,	1383941,1387846,1388592,1388937,1391049,1391164,1393329,1395583,	0	NDUFS7	cmpl	cmpl	0,1,2,2,0,0,2,1,
595	ENST00000414651.3_2	chr19	+	1383920	1393531	1383925	1393406	7	1383920,1387809,1388523,1388741,1390869,1391117,1393240,	1383941,1387846,1388592,1388937,1391049,1391164,1393531,	0	NDUFS7	cmpl	cmpl	0,1,2,2,0,0,2,
595	ENST00000626781.2_5	chr19	-	1385471	1389664	1385471	1385471	3	1385471,1388216,1388726,	1387161,1388299,1389664,	0	ENSG00000280486	none	none	-1,-1,-1,
595	ENST00000501448.5_4	chr19	-	1392168	1396466	1392168	1392168	3	1392168,1393886,1394802,	1393605,1394356,1396466,	0	ENSG00000248015	none	none	-1,-1,-1,
595	ENST00000252288.8_7	chr19	-	1397024	1401541	1397357	1401475	6	1397024,1398914,1399126,1399522,1399791,1401294,	1397498,1399025,1399194,1399586,1399937,1401541,	0	GAMT	cmpl	cmpl	0,0,1,0,1,0,
595	ENST00000640762.1_4	chr19	-	1397266	1401493	1397357	1401475	6	1397266,1398914,1399126,1399522,1399791,1401363,	1397498,1399025,1399194,1399586,1399937,1401493,	0	GAMT	cmpl	cmpl	0,0,1,0,1,0,
595	ENST00000447102.8_5	chr19	-	1397809	1401569	1398674	1401475	5	1397809,1399126,1399522,1399791,1401294,	1399025,1399194,1399586,1399937,1401569,	0	GAMT	cmpl	cmpl	0,1,0,1,0,
595	ENST00000336761.10_1	chr19	+	1407567	1435683	1407772	1433826	13	1407567,1417498,1418202,1418664,1421146,1422346,1425876,1428840,1429965,1430220,1432512,1433737,1434735,	1407801,1417539,1418369,1418730,1421257,1422395,1425959,1428994,1429995,1430361,1432689,1433826,1435683,	0	DAZAP1	cmpl	cmpl	0,2,1,0,0,0,1,0,1,1,1,1,-1,
595	ENST00000233078.9_7	chr19	+	1407584	1435683	1407772	1434911	12	1407584,1417498,1418202,1418664,1421146,1422346,1425876,1428840,1429965,1430220,1432512,1434735,	1407801,1417539,1418369,1418730,1421257,1422395,1425959,1428994,1429995,1430361,1432689,1435683,	0	DAZAP1	cmpl	cmpl	0,2,1,0,0,0,1,0,1,1,1,1,
595	ENST00000592522.5_4	chr19	+	1407611	1435686	1407772	1434911	12	1407611,1417498,1418202,1418664,1421146,1422346,1425876,1428840,1429965,1430220,1432512,1434738,	1407801,1417539,1418369,1418730,1421257,1422395,1425959,1428994,1429995,1430361,1432689,1435686,	0	DAZAP1	cmpl	cmpl	0,2,1,0,0,0,1,0,1,1,1,1,
